Acc Id,Action,Amount
193,Withdraw,3264.56
166,Withdraw,6477
424,Withdraw,1326.23
940,Deposit,1928.1
737,Withdraw,4495.92
944,Deposit,3158.03
8,Withdraw,5682.5
814,Withdraw,6252.13
969,Deposit,4777.25
236,Withdraw,4968.47
334,Withdraw,3180.54
40,Deposit,9993.27
270,Deposit,598.63
444,Withdraw,1567.89
469,Withdraw,8884.46
347,Withdraw,8365.52
590,Deposit,8760.19
673,Withdraw,2583.2
625,Withdraw,6896.47
78,Deposit,9745.49
331,Deposit,4000.58
270,Withdraw,1989.6
185,Deposit,7055.67
699,Withdraw,6223.91
775,Withdraw,9187.01
809,Withdraw,1449.68
267,Deposit,7077.86
935,Withdraw,4310.73
522,Withdraw,7203.29
669,Withdraw,8965.22
40,Deposit,2263.88
577,Deposit,9864.42
371,Deposit,3118.22
784,Withdraw,486.4
847,Withdraw,686.89
27,Withdraw,898
876,Withdraw,3245.13
432,Deposit,8126.54
568,Withdraw,6750.72
921,Deposit,1794.66
74,Withdraw,322.19
536,Withdraw,4705.97
657,Withdraw,6324.87
960,Deposit,9040.18
871,Withdraw,7156.68
617,Withdraw,4518.26
674,Withdraw,370.87
628,Withdraw,6343.15
500,Withdraw,3205.23
5,Deposit,9651.58
344,Deposit,425.48
256,Deposit,5019.53
912,Withdraw,3025.49
831,Deposit,9233.34
703,Withdraw,5350.3
117,Withdraw,7996.02
61,Withdraw,1143.86
244,Deposit,4399.97
534,Deposit,566.51
325,Deposit,2226.72
393,Deposit,5295.45
267,Deposit,7999.98
732,Deposit,3101.7
643,Deposit,3356.93
1,Deposit,6852.24
882,Deposit,454.34
316,Withdraw,4323.52
457,Deposit,8895.2
996,Withdraw,2711.64
177,Withdraw,3759.32
980,Withdraw,8558.67
686,Deposit,9995.04
391,Withdraw,9427.53
312,Deposit,8390.11
156,Deposit,5769.21
346,Withdraw,1134.21
668,Deposit,6688.06
753,Deposit,935.17
912,Withdraw,5957.14
489,Withdraw,3341.42
945,Withdraw,3719.91
45,Withdraw,1104.35
117,Withdraw,9735.35
703,Withdraw,3712.38
140,Deposit,4880.3
415,Deposit,2843.41
239,Deposit,2482.01
232,Deposit,8875.3
272,Withdraw,2660.53
661,Deposit,799.27
378,Withdraw,3957.34
40,Withdraw,949.1
956,Deposit,2623.51
831,Deposit,3192.02
127,Deposit,3860.07
891,Withdraw,9249.62
951,Deposit,3658.55
573,Deposit,1547.15
573,Deposit,6612.17
298,Withdraw,4084.27
459,Deposit,1048.53
528,Withdraw,6373.58
657,Deposit,8224.93
417,Deposit,288.94
367,Deposit,373.79
397,Withdraw,7363.95
321,Withdraw,8062.18
769,Withdraw,5988.91
240,Deposit,3734.13
630,Deposit,7486.83
486,Withdraw,6907.75
397,Withdraw,3380.87
394,Withdraw,1212.03
238,Withdraw,6489.8
618,Deposit,8860.35
376,Deposit,3932.29
172,Withdraw,9258.56
753,Deposit,9594.02
463,Withdraw,2027.81
575,Deposit,874.97
285,Withdraw,3019.38
166,Deposit,7912.81
189,Withdraw,2474.55
689,Withdraw,741.65
348,Withdraw,4159.56
570,Deposit,2588.69
731,Deposit,5943.99
116,Deposit,4334
837,Withdraw,4524.1
517,Deposit,3671.74
431,Deposit,7905.52
688,Deposit,1240.9
340,Withdraw,2071.85
341,Withdraw,603.1
743,Deposit,9902.48
460,Deposit,1650.29
347,Withdraw,7452.86
445,Deposit,6140.78
230,Withdraw,5278.32
458,Deposit,4192.96
177,Deposit,941.13
223,Deposit,3541.64
193,Deposit,11.85
981,Deposit,5934.29
894,Withdraw,3371.13
677,Deposit,6125.71
803,Withdraw,640.87
342,Withdraw,8164.34
238,Withdraw,5.64
708,Withdraw,318.57
47,Deposit,3631.43
163,Deposit,9848.67
484,Withdraw,6788.56
935,Withdraw,4428.74
811,Deposit,9193.56
824,Withdraw,3689.17
783,Withdraw,6749.97
41,Withdraw,6492.34
92,Deposit,5129.22
278,Withdraw,8594.63
396,Deposit,4092.73
622,Deposit,284.65
492,Deposit,7696.26
549,Withdraw,3168.93
669,Deposit,1219.53
464,Deposit,1376.64
952,Withdraw,521.61
829,Withdraw,8438.33
88,Deposit,3651.12
362,Deposit,8259.49
777,Withdraw,7031.5
411,Deposit,4076.54
546,Deposit,4330.15
525,Withdraw,9140.53
633,Deposit,3517.86
68,Withdraw,6763.12
752,Withdraw,6761.15
168,Withdraw,8904.34
785,Withdraw,9619.89
991,Withdraw,7056.2
318,Deposit,203.77
110,Withdraw,7335.74
744,Withdraw,1438.23
346,Deposit,6518.32
840,Withdraw,449.71
375,Deposit,1257.39
915,Withdraw,1680.99
531,Withdraw,4695.19
528,Deposit,2758.66
930,Withdraw,4513.6
637,Deposit,5088.28
27,Withdraw,7932.93
285,Withdraw,7946.43
824,Deposit,3010.18
609,Withdraw,3913.58
510,Withdraw,6305.45
674,Deposit,8883.82
880,Deposit,5424.66
963,Deposit,3943.93
863,Withdraw,8748.69
467,Deposit,7684.78
817,Withdraw,6124.07
124,Withdraw,9026.54
902,Withdraw,5310.04
48,Deposit,3472.3
511,Deposit,1311.24
880,Withdraw,5191.61
702,Deposit,7303.31
89,Withdraw,4018.75
245,Withdraw,8572.67
875,Deposit,2015.98
820,Withdraw,882.61
996,Deposit,5883.93
652,Deposit,2362.35
899,Deposit,5551.73
731,Deposit,6269.32
32,Withdraw,2800.13
511,Withdraw,7382.54
78,Deposit,541.85
584,Withdraw,4126.53
689,Deposit,4525.37
702,Deposit,187.06
569,Withdraw,2957.59
784,Deposit,7037.24
258,Deposit,4030.28
97,Withdraw,9331.09
668,Withdraw,5288.45
4,Deposit,3820.98
966,Deposit,1073.48
449,Deposit,3621.41
900,Withdraw,4633.54
101,Deposit,6972.94
835,Withdraw,9296.71
560,Withdraw,1935.42
168,Withdraw,8413.73
19,Deposit,8742.68
231,Withdraw,3552.88
984,Deposit,2204.43
132,Deposit,9791.47
266,Deposit,3312.31
269,Deposit,5287.53
837,Deposit,6831.41
311,Deposit,4934.08
878,Withdraw,9907.26
975,Withdraw,1342.98
333,Deposit,1583.07
138,Withdraw,9352.46
271,Deposit,7845.97
253,Withdraw,5296.03
450,Deposit,8993.75
171,Deposit,8321.51
904,Withdraw,8961.17
590,Deposit,6154.39
260,Withdraw,8955.96
400,Withdraw,7896.69
539,Withdraw,6566.16
573,Withdraw,5187.01
707,Withdraw,1535.49
119,Deposit,2564.04
93,Deposit,1799.08
923,Deposit,1739.98
255,Deposit,620.19
386,Withdraw,6719.93
36,Withdraw,3128.26
362,Withdraw,6455.34
821,Deposit,1435.57
131,Deposit,2609.23
548,Withdraw,6206.35
119,Withdraw,6437.42
340,Withdraw,5590.45
161,Deposit,719.63
507,Deposit,5154.83
964,Deposit,8669.22
139,Deposit,6301.28
311,Withdraw,6549.3
474,Withdraw,1841.03
835,Deposit,9274.84
67,Deposit,51.92
596,Deposit,5574.3
361,Deposit,7863.19
705,Withdraw,9231.56
201,Deposit,8660.6
468,Withdraw,2946.84
17,Deposit,4175.77
680,Withdraw,1857.8
737,Withdraw,8309.37
154,Withdraw,5768.39
369,Withdraw,3485
856,Withdraw,898.76
39,Deposit,8535.17
962,Deposit,9177.1
224,Deposit,8259.71
177,Withdraw,7514.54
269,Deposit,8161.1
49,Withdraw,5870.4
696,Deposit,9484.24
931,Withdraw,6494.2
613,Deposit,9720.73
901,Withdraw,2218.79
223,Withdraw,1661.2
932,Deposit,7626.62
3,Deposit,4052.17
325,Deposit,433.02
424,Deposit,7288.14
684,Withdraw,7832.9
4,Withdraw,5329.56
469,Deposit,3912.83
292,Deposit,2209.09
843,Withdraw,7718.6
932,Withdraw,2125.77
497,Withdraw,4480.44
626,Deposit,8382.45
817,Withdraw,6595.19
26,Deposit,6125.01
932,Deposit,4923.46
493,Deposit,1923.78
279,Deposit,2948.22
691,Withdraw,995.01
80,Deposit,5454.7
82,Deposit,9558.63
178,Withdraw,6338.71
288,Deposit,1388.43
244,Withdraw,1828.79
375,Deposit,6304.59
304,Deposit,5508.06
968,Withdraw,4421.04
886,Withdraw,4576.55
625,Withdraw,7363.03
55,Withdraw,3936.26
585,Deposit,7312.58
755,Withdraw,3690.09
274,Deposit,8979.25
199,Withdraw,5779.33
655,Withdraw,8854.66
855,Deposit,2296.77
94,Withdraw,388.6
954,Deposit,2932.2
911,Withdraw,4368.86
453,Withdraw,4895.07
271,Withdraw,2852.98
537,Deposit,118.1
723,Withdraw,4441.28
204,Deposit,4694.48
137,Deposit,2197.91
262,Deposit,5836.68
680,Withdraw,1719.6
903,Withdraw,2087.31
990,Deposit,5839.37
315,Withdraw,2526.36
147,Withdraw,6100.75
965,Withdraw,6091.48
716,Withdraw,6513.45
290,Deposit,1064.63
45,Withdraw,3190.81
352,Deposit,9384.74
518,Deposit,475.2
84,Deposit,7246.71
492,Deposit,2351.54
520,Withdraw,6688.32
313,Deposit,4464.45
933,Deposit,1521
947,Deposit,3870.34
940,Withdraw,3611.63
578,Deposit,7105.44
579,Deposit,9433.89
286,Deposit,6800.13
245,Deposit,9536.02
538,Deposit,9682.94
73,Withdraw,8774.72
393,Withdraw,1251.32
630,Deposit,2834.34
252,Withdraw,9287.06
892,Withdraw,646.58
425,Deposit,5284.69
266,Withdraw,7768.9
935,Deposit,5865.6
870,Deposit,6888.95
26,Withdraw,5714.2
506,Withdraw,1530.51
302,Deposit,6621
522,Deposit,6806.77
104,Withdraw,4764.17
376,Withdraw,5520.36
53,Withdraw,2044.09
738,Deposit,990.4
194,Withdraw,3360.92
716,Deposit,7281.39
814,Deposit,497.12
382,Deposit,5331.55
442,Withdraw,6923.6
687,Withdraw,5044.27
906,Withdraw,3018.35
606,Withdraw,8223.81
347,Deposit,1267.72
327,Withdraw,5741.91
208,Deposit,8956.43
610,Deposit,620.8
111,Withdraw,9849.74
512,Withdraw,48.24
708,Withdraw,5832.6
569,Withdraw,988.69
508,Withdraw,3625.12
739,Deposit,2931.76
184,Deposit,4318.5
741,Withdraw,1030.4
673,Withdraw,1189.8
471,Deposit,2300.37
235,Withdraw,7531.36
245,Withdraw,6959.82
252,Withdraw,3064.7
23,Withdraw,1567.2
282,Deposit,7321.81
712,Deposit,9670.5
458,Deposit,5368.93
223,Deposit,8044.72
137,Deposit,2342.63
145,Withdraw,5620.83
591,Deposit,2356.56
210,Deposit,2880.62
394,Deposit,9965.95
894,Deposit,9011.39
657,Withdraw,4935.99
626,Withdraw,6212.09
902,Withdraw,6524.15
139,Withdraw,9331.03
331,Deposit,5130.99
655,Deposit,5366.22
727,Deposit,912.31
956,Deposit,2423.56
366,Withdraw,2998.36
318,Withdraw,4677.21
289,Deposit,9776.98
208,Withdraw,7459.17
285,Withdraw,3602.55
87,Deposit,7388.69
108,Deposit,7741.55
636,Withdraw,5311.47
978,Deposit,6378.28
705,Withdraw,4266.57
931,Withdraw,1813.75
442,Deposit,4731.39
304,Withdraw,3756.18
191,Withdraw,9062.81
812,Withdraw,3010.19
728,Withdraw,1401.48
217,Withdraw,2359.29
470,Withdraw,1236.87
498,Deposit,1144.74
671,Deposit,3118.38
141,Withdraw,6874.08
963,Deposit,5880.94
584,Withdraw,992.3
898,Deposit,7853.83
409,Deposit,2961.73
687,Deposit,8391.78
801,Withdraw,8575.89
350,Withdraw,2724.77
135,Withdraw,2260.34
120,Withdraw,8010.93
71,Withdraw,7764.13
511,Deposit,8356.27
809,Deposit,2626.03
712,Withdraw,9196.41
134,Deposit,6306.11
364,Deposit,288.13
57,Withdraw,3569.92
489,Withdraw,8519.46
204,Deposit,5186.45
58,Withdraw,1649.84
485,Withdraw,5319.24
249,Deposit,126.84
968,Withdraw,7059.51
848,Withdraw,4.32
814,Withdraw,2173.26
250,Withdraw,441.96
470,Withdraw,324.14
252,Withdraw,1392.6
740,Withdraw,3241.7
217,Deposit,9443.18
705,Withdraw,3687.89
361,Withdraw,9936.02
425,Withdraw,2957.99
76,Withdraw,9352.07
403,Deposit,1403.07
843,Deposit,8836.28
208,Withdraw,6894.33
637,Withdraw,3713.76
450,Deposit,29.53
771,Withdraw,8097.99
540,Withdraw,1457.37
15,Withdraw,7275.55
951,Deposit,7250.21
57,Deposit,2549.65
290,Deposit,2446.22
75,Deposit,9606.29
609,Withdraw,8433.45
278,Withdraw,8719.12
860,Withdraw,8105.58
420,Deposit,1740.61
136,Deposit,5177.11
757,Deposit,4004.46
292,Withdraw,1782.64
850,Deposit,7760.93
820,Withdraw,7941.28
371,Deposit,116.57
863,Withdraw,9107.29
308,Deposit,195.13
577,Withdraw,1471.64
281,Withdraw,6025.02
409,Deposit,792.41
170,Deposit,7137.16
257,Deposit,6257.16
605,Withdraw,8437.5
927,Deposit,6889.79
566,Withdraw,2492.74
733,Withdraw,3782.04
367,Deposit,8694.3
508,Deposit,4698.69
789,Withdraw,468.88
809,Deposit,8929.69
114,Deposit,8230.49
425,Deposit,1646.85
798,Withdraw,9978.17
640,Withdraw,8710.72
814,Withdraw,5479.97
176,Deposit,3122.5
380,Deposit,9413.95
190,Deposit,6077.41
537,Deposit,7518.11
794,Withdraw,7175.39
500,Deposit,2329.09
887,Withdraw,9534.03
798,Withdraw,2192.95
761,Deposit,3351.13
460,Withdraw,6934.95
654,Withdraw,2847.89
372,Deposit,9607.24
727,Deposit,7467.86
694,Deposit,435.04
80,Withdraw,578.93
324,Withdraw,317.1
704,Withdraw,9890.93
235,Deposit,4843.59
480,Deposit,233.31
976,Withdraw,7974.19
681,Deposit,5922.23
881,Deposit,7756.09
137,Withdraw,7686.23
829,Withdraw,5119.25
464,Withdraw,9570.51
397,Withdraw,4485.81
125,Withdraw,2459.24
985,Deposit,9571.84
237,Withdraw,6731.81
295,Withdraw,7852.28
735,Deposit,9701.92
131,Deposit,6427.17
476,Deposit,4200.04
913,Deposit,3576.92
612,Deposit,9693.98
336,Withdraw,4262.93
386,Withdraw,5273.76
727,Deposit,6555.28
874,Deposit,3024.92
764,Withdraw,3572.05
621,Deposit,3739
503,Withdraw,1990.09
701,Deposit,5562.86
721,Withdraw,1145.1
352,Deposit,3675.21
994,Withdraw,6002.84
584,Deposit,8618.05
246,Withdraw,2405.17
465,Withdraw,5565.56
163,Withdraw,4761.71
421,Deposit,4723.56
420,Withdraw,1062.33
135,Deposit,370.47
666,Deposit,455.15
184,Deposit,2111.24
851,Deposit,871.27
812,Withdraw,4628.77
258,Deposit,9506.7
576,Withdraw,568.45
346,Deposit,104.68
562,Deposit,4688.78
202,Deposit,2691.7
154,Withdraw,9512.76
506,Deposit,5910.55
485,Withdraw,7227.08
626,Deposit,6395.41
547,Withdraw,2050.67
643,Deposit,6253.32
621,Deposit,655.12
496,Deposit,9238.58
555,Deposit,6365.02
303,Withdraw,3245.76
888,Deposit,3282.4
305,Withdraw,8865.35
594,Deposit,9126.58
836,Withdraw,7722.72
420,Withdraw,7335.96
118,Deposit,3611.08
665,Withdraw,8108.75
11,Deposit,7033.96
88,Deposit,8553.07
58,Withdraw,6822.58
48,Deposit,3204.91
885,Deposit,7497.78
898,Withdraw,5791.53
829,Withdraw,2021.18
403,Deposit,3263.26
668,Deposit,5902.56
216,Deposit,2608.38
367,Deposit,2411.85
910,Deposit,61.34
952,Withdraw,5774.03
82,Withdraw,48.57
359,Deposit,1653.85
144,Deposit,5261.9
468,Withdraw,5510.38
982,Withdraw,3258.11
877,Withdraw,112.81
987,Withdraw,8131.25
992,Deposit,7119.74
733,Deposit,8073.93
711,Withdraw,9204.46
626,Withdraw,9763.92
409,Withdraw,7648.17
785,Withdraw,591.46
902,Withdraw,3209.95
597,Deposit,3357.51
560,Deposit,2690.97
991,Withdraw,2500.78
594,Deposit,8202.34
51,Deposit,4468.88
95,Deposit,9256.95
107,Withdraw,8613.26
997,Deposit,8177.85
85,Withdraw,5414.06
250,Deposit,8321.2
928,Deposit,3653.63
703,Deposit,3181.4
919,Deposit,7598.6
385,Deposit,8297.31
74,Withdraw,5527.36
105,Deposit,9225.11
427,Withdraw,2951.61
468,Withdraw,7993.25
723,Withdraw,6228.13
806,Withdraw,1098.38
817,Deposit,9806.85
843,Deposit,3318.09
732,Withdraw,1049.91
656,Withdraw,8755.31
216,Deposit,1059.26
742,Deposit,5855.63
440,Deposit,9745.5
246,Deposit,4334.51
342,Withdraw,8769.77
321,Withdraw,4413.45
908,Deposit,48.51
306,Withdraw,2738.27
328,Withdraw,3314.79
253,Withdraw,7676.35
70,Deposit,2200.93
170,Deposit,1139.59
370,Withdraw,7430.6
438,Deposit,6350.53
975,Withdraw,9160.38
667,Withdraw,3456.73
364,Deposit,9685.25
365,Withdraw,1843.82
871,Deposit,4457.36
686,Deposit,1208.55
260,Deposit,4984.36
349,Deposit,6800.2
528,Deposit,8896.69
306,Withdraw,3624.54
487,Deposit,3286.1
759,Deposit,87.43
340,Withdraw,5746.41
165,Deposit,2740.36
19,Withdraw,9508.39
313,Withdraw,9074.26
999,Withdraw,1942.08
314,Withdraw,6483.88
503,Withdraw,6542.55
805,Deposit,4764.89
764,Deposit,7949.65
400,Withdraw,4664.48
733,Withdraw,9380.26
631,Withdraw,3135.57
28,Deposit,7478.34
882,Withdraw,7754.29
231,Deposit,6382.48
811,Deposit,9929.43
11,Withdraw,4575.04
76,Withdraw,0.22
488,Withdraw,9642.3
454,Deposit,5156.88
620,Withdraw,775.52
501,Withdraw,7298.2
8,Deposit,5568.74
401,Deposit,6699.6
412,Deposit,1289.03
333,Withdraw,707.06
788,Withdraw,8283.6
488,Deposit,3324.52
589,Deposit,7089.25
93,Withdraw,9361.58
767,Withdraw,4823.17
245,Deposit,3286.68
616,Deposit,2856.75
429,Withdraw,9366.99
670,Withdraw,2313.9
990,Deposit,3116.16
707,Deposit,7128.13
397,Deposit,4362.67
810,Deposit,5637.52
249,Deposit,2173.77
525,Withdraw,7739.21
920,Deposit,2002.53
148,Withdraw,1503.13
327,Deposit,499.18
312,Withdraw,6890.62
635,Withdraw,4602.36
149,Withdraw,5274.59
341,Withdraw,575.52
347,Withdraw,4532.29
21,Deposit,5223.14
875,Withdraw,321.77
148,Deposit,7286.04
562,Withdraw,2273.77
680,Withdraw,2965.62
320,Deposit,3234.14
913,Withdraw,9706.82
88,Withdraw,6185.81
330,Withdraw,342
910,Withdraw,8005.05
102,Deposit,5491.21
471,Deposit,589.23
494,Deposit,8971.5
26,Withdraw,6270.84
221,Deposit,6681.16
518,Deposit,113.54
413,Withdraw,2447.81
553,Withdraw,7722.5
804,Withdraw,2884.03
892,Withdraw,1216.62
797,Withdraw,2480.4
543,Deposit,4110.13
363,Deposit,5596.12
254,Deposit,5621.4
31,Withdraw,1176.63
575,Deposit,3130.52
413,Withdraw,2892.82
123,Withdraw,5408.45
235,Deposit,9261.82
548,Withdraw,3316.59
19,Deposit,6108.16
44,Deposit,7764.14
827,Withdraw,9772.79
778,Withdraw,5483.87
571,Withdraw,7506.25
729,Withdraw,9364.66
765,Deposit,8229.37
376,Deposit,393.25
831,Deposit,7163.3
675,Withdraw,1604.85
511,Deposit,9523.43
399,Deposit,2824.67
528,Withdraw,3204.09
471,Deposit,5760.96
980,Withdraw,6903.6
18,Withdraw,3049.51
955,Withdraw,7041.35
240,Deposit,6754.37
6,Deposit,2310.22
30,Deposit,2493.95
653,Deposit,7338.15
234,Withdraw,8253.49
93,Withdraw,1959.16
290,Withdraw,3778.8
827,Deposit,8272.24
897,Withdraw,9252.24
522,Withdraw,6824.39
983,Deposit,6736.64
511,Withdraw,4687.82
985,Withdraw,6048.95
758,Deposit,4504.16
170,Deposit,4234.83
241,Deposit,4268.41
997,Withdraw,5007.22
449,Deposit,1801.64
58,Deposit,661.56
357,Deposit,6738.19
325,Deposit,5730.94
884,Withdraw,5571.46
279,Withdraw,9354.51
813,Withdraw,8423.12
517,Withdraw,3912.75
431,Withdraw,6691.78
567,Deposit,9166.89
268,Withdraw,8409.7
397,Withdraw,9880.84
817,Withdraw,392.19
729,Deposit,8840.78
404,Withdraw,76.94
136,Deposit,5765.46
911,Deposit,8412.29
812,Deposit,4069.85
523,Deposit,189.33
392,Deposit,2561.09
272,Withdraw,5779.04
297,Withdraw,9943.39
56,Deposit,6176.02
908,Deposit,6718.54
604,Deposit,8014.13
538,Withdraw,2045.76
196,Deposit,45.48
254,Withdraw,9527.5
196,Deposit,8223.52
746,Withdraw,5841.09
166,Deposit,4545.39
645,Deposit,5913.28
452,Withdraw,2614.17
811,Deposit,277.72
675,Deposit,1221.48
373,Withdraw,7077.12
993,Withdraw,8504.53
355,Deposit,4589.82
910,Withdraw,4576.24
681,Withdraw,9432.21
112,Deposit,2467.93
234,Withdraw,8775.06
304,Deposit,2632.91
74,Withdraw,6056.23
467,Withdraw,112.3
467,Deposit,3291.88
171,Withdraw,5295.01
154,Withdraw,8845.72
878,Deposit,7996.3
173,Deposit,7222.94
57,Withdraw,6261.98
749,Deposit,780.55
18,Deposit,2128.96
412,Deposit,7492.48
187,Withdraw,4687.68
752,Withdraw,7591.96
347,Withdraw,3055.6
442,Deposit,9232.33
808,Withdraw,1150.97
989,Withdraw,7437.97
796,Deposit,1350.45
215,Deposit,7859.13
828,Withdraw,4459.23
173,Deposit,967.06
600,Withdraw,6400.88
749,Deposit,2384.95
997,Withdraw,143.5
501,Deposit,2010.09
416,Withdraw,623.72
72,Deposit,8707.02
89,Withdraw,7368.99
887,Deposit,8316.28
730,Withdraw,2590.68
233,Withdraw,1881.8
574,Withdraw,201.55
771,Deposit,2005.05
101,Deposit,2903.68
269,Deposit,4336.82
395,Deposit,1791.21
617,Deposit,693.23
86,Deposit,6341.89
430,Deposit,3142.85
976,Deposit,1433.19
816,Deposit,6080.36
428,Deposit,6441.79
559,Withdraw,176.36
827,Withdraw,6846.47
442,Deposit,7062.41
228,Deposit,1215.46
691,Deposit,8895.91
645,Withdraw,4696.1
896,Withdraw,3915.37
632,Deposit,9133.08
928,Withdraw,502.65
126,Withdraw,4515
303,Withdraw,4590.18
983,Withdraw,3596.99
633,Withdraw,5439.39
141,Withdraw,7198.29
81,Deposit,4742.53
49,Withdraw,7274.73
854,Withdraw,8463.88
603,Deposit,3418.25
781,Deposit,8188.58
436,Withdraw,7879.72
26,Deposit,8839.89
527,Withdraw,6157.36
33,Withdraw,6932.23
917,Withdraw,3484.03
576,Withdraw,1331.72
295,Deposit,9532.54
277,Deposit,3607.61
494,Deposit,9805.47
922,Withdraw,4360.24
993,Deposit,88.29
195,Withdraw,794.1
94,Withdraw,7027.32
868,Deposit,4715.2
54,Withdraw,4616.85
357,Withdraw,5568.6
109,Withdraw,5702.23
618,Deposit,6486.72
50,Withdraw,5473.99
444,Withdraw,2058.06
737,Deposit,2535.02
511,Withdraw,9984.72
562,Deposit,987.69
11,Withdraw,764.67
850,Deposit,6150.15
358,Withdraw,2912.76
896,Deposit,6216
70,Withdraw,1696.61
103,Deposit,8952.53
168,Deposit,9008.27
629,Deposit,8136.56
535,Withdraw,5631.31
958,Deposit,2111.85
638,Deposit,9894.23
172,Withdraw,2595.76
736,Withdraw,2969.55
971,Withdraw,11.52
97,Deposit,1658.8
346,Withdraw,2810.38
163,Withdraw,823.52
641,Withdraw,7147.55
912,Deposit,7415.21
543,Deposit,2083.68
422,Withdraw,4117.29
622,Withdraw,6378.14
870,Withdraw,6051.54
207,Withdraw,1948.93
896,Withdraw,5747.64
76,Deposit,3642.15
289,Withdraw,3155.06
457,Deposit,8354.05
255,Deposit,6782.9
353,Deposit,5294.93
86,Withdraw,210.39
491,Withdraw,9552.04
921,Withdraw,9761.12
908,Withdraw,1491.29
489,Deposit,6386.71
7,Withdraw,5033.36
327,Deposit,1643.38
966,Withdraw,8165.76
822,Deposit,8041.17
361,Withdraw,1913.95
238,Deposit,1490.15
956,Deposit,2221.13
43,Withdraw,4370.64
112,Withdraw,2478.23
848,Deposit,1045
640,Withdraw,805.78
376,Withdraw,3439.51
170,Withdraw,8735.24
259,Deposit,991.7
933,Withdraw,8446.8
303,Withdraw,9874.89
740,Deposit,3212.68
303,Deposit,5594.08
138,Withdraw,3036.31
857,Deposit,7707.08
237,Withdraw,7464.86
621,Deposit,3395.28
25,Deposit,1742.89
258,Withdraw,4927.73
287,Deposit,6003.17
916,Deposit,602.44
82,Withdraw,1175.18
565,Deposit,2494.79
843,Deposit,7310.11
213,Withdraw,9675.16
386,Deposit,7406.01
83,Withdraw,437.98
479,Deposit,2634.3
989,Withdraw,5190.76
143,Deposit,1628.34
506,Deposit,22.74
729,Withdraw,7987.31
710,Deposit,2919.34
45,Deposit,6348.77
225,Deposit,3630.44
327,Deposit,7840.07
409,Deposit,3651.94
509,Withdraw,4486.07
364,Deposit,3604.2
761,Withdraw,4716.28
522,Withdraw,7898.2
141,Deposit,2387.69
556,Deposit,7249.1
429,Deposit,3327.32
517,Deposit,7978.98
347,Withdraw,9476.44
460,Deposit,684.08
936,Deposit,290.51
220,Withdraw,6328.97
231,Withdraw,3686.8
966,Withdraw,4328.29
347,Withdraw,4727.93
841,Deposit,1686.06
778,Withdraw,6711.46
580,Withdraw,4781.16
599,Deposit,1562.39
213,Withdraw,2683.36
193,Deposit,1971.03
809,Deposit,5471.35
594,Deposit,4475.46
536,Withdraw,2787.21
1,Withdraw,1820.4
122,Withdraw,719.38
334,Withdraw,6734.13
505,Withdraw,4401.11
250,Deposit,4166.43
628,Withdraw,888.26
136,Withdraw,9729.28
569,Withdraw,739
329,Deposit,3746.76
724,Withdraw,3451.29
911,Withdraw,2872.81
810,Withdraw,2417.61
753,Deposit,3786.61
435,Deposit,410.26
136,Deposit,3775.01
749,Deposit,7479.44
713,Deposit,8187.98
249,Withdraw,7634.14
338,Deposit,2224.8
672,Withdraw,9561.77
234,Withdraw,9543.04
191,Deposit,4857.56
68,Deposit,3569.7
442,Withdraw,7073.05
248,Deposit,1526.36
934,Deposit,6512.39
212,Withdraw,4770.19
347,Withdraw,912.31
762,Deposit,1017.81
269,Withdraw,8870.3
593,Deposit,8712.39
319,Withdraw,5240.7
939,Deposit,3100.89
764,Deposit,2054.35
800,Withdraw,2471.05
897,Withdraw,7836.45
942,Deposit,6857.3
20,Deposit,4647.1
929,Withdraw,2193.96
511,Deposit,9643.18
720,Withdraw,9451.36
337,Deposit,8224.05
378,Deposit,670.88
988,Withdraw,3419.64
895,Withdraw,6812.02
946,Deposit,9321.19
918,Deposit,1729.96
460,Withdraw,5747.25
958,Withdraw,5599.63
465,Deposit,4289.51
44,Withdraw,1882.72
880,Withdraw,7107.01
847,Deposit,2881.75
598,Withdraw,3339.94
781,Deposit,4821.87
411,Deposit,3207.06
970,Deposit,8424.21
280,Withdraw,3437.4
707,Deposit,9271.02
713,Deposit,8404.42
959,Withdraw,8371.33
343,Deposit,7943.51
999,Withdraw,1785.13
998,Withdraw,6341.66
194,Deposit,7052.26
303,Deposit,7295.07
409,Deposit,9379.95
365,Withdraw,4005.09
893,Deposit,5611.02
228,Deposit,5897.64
511,Withdraw,2779.03
970,Deposit,7134.31
705,Withdraw,1050.13
898,Deposit,92.44
313,Withdraw,5439.45
34,Deposit,4119.29
733,Deposit,422.26
542,Withdraw,9049.41
117,Deposit,6939.28
594,Deposit,6326.58
445,Withdraw,6166.02
338,Deposit,4687.98
343,Withdraw,9068.48
561,Withdraw,6546.29
968,Withdraw,6530.17
719,Deposit,4676.55
321,Withdraw,7424.12
72,Deposit,3247.99
59,Withdraw,2620.59
145,Withdraw,4078.29
951,Deposit,2957.9
508,Withdraw,7548.27
585,Withdraw,5361.05
67,Withdraw,9323.35
187,Deposit,8392.44
395,Withdraw,2471.99
547,Deposit,2310.05
995,Deposit,7.77
157,Withdraw,2536.13
559,Withdraw,2743.45
832,Deposit,5404.15
309,Withdraw,2220.33
21,Deposit,8062.9
83,Withdraw,5265.72
680,Deposit,9114.16
566,Deposit,4227.81
519,Withdraw,6043.64
